id,gid,x,y,v_x,v_y,radius,time
3,3,-4.933729,4.933900,0.425257,-0.425157,0.500000,3.000000
4,4,-7.087059,0.000215,0.536888,0.000127,0.500000,3.000000
5,5,-4.919558,-4.920057,0.433591,0.433304,0.500000,3.000000
6,6,0.000000,-6.930915,0.000000,0.628713,0.500000,3.000000
7,7,5.009804,-5.009217,-0.380525,0.380864,0.500000,3.000000
0,0,6.924361,0.000348,-0.610959,0.000198,0.500000,3.100000
1,1,4.984641,4.984632,-0.381812,-0.381818,0.500000,3.100000
2,2,0.000309,6.881965,0.000175,-0.635040,0.500000,3.100000
3,3,-4.890183,4.890364,0.435464,-0.435362,0.500000,3.100000
4,4,-7.032082,0.000228,0.549774,0.000130,0.500000,3.100000
5,5,-4.875158,-4.875686,0.443999,0.443704,0.500000,3.100000
6,6,0.000000,-6.866535,0.000000,0.643804,0.500000,3.100000
7,7,4.970838,-4.970216,-0.389658,0.390006,0.500000,3.100000
0,0,6.861862,0.000368,-0.624994,0.000202,0.500000,3.200000
1,1,4.945583,4.945573,-0.390583,-0.390589,0.500000,3.200000
2,2,0.000326,6.817002,0.000179,-0.649628,0.500000,3.200000
3,3,-4.845636,4.845827,0.445468,-0.445363,0.500000,3.200000
4,4,-6.975841,0.000242,0.562404,0.000133,0.500000,3.200000
5,5,-4.829738,-4.830297,0.454198,0.453897,0.500000,3.200000
6,6,0.000000,-6.800676,0.000000,0.658593,0.500000,3.200000
7,7,4.930977,-4.930320,-0.398609,0.398965,0.500000,3.200000
0,0,6.797987,0.000389,-0.638748,0.000207,0.500000,3.300000
1,1,4.905665,4.905655,-0.399178,-0.399184,0.500000,3.300000
2,2,0.000345,6.750609,0.000183,-0.663924,0.500000,3.300000
3,3,-4.800109,4.800311,0.455271,-0.455163,0.500000,3.300000
4,4,-6.918363,0.000255,0.574780,0.000136,0.500000,3.300000
5,5,-4.783319,-4.783908,0.464193,0.463885,0.500000,3.300000
6,6,0.000000,-6.733367,0.000000,0.673087,0.500000,3.300000
7,7,4.890239,-4.889546,-0.407381,0.407744,0.500000,3.300000
0,0,6.732764,0.000410,-0.652227,0.000211,0.500000,3.400000
1,1,4.864905,4.864894,-0.407602,-0.407608,0.500000,3.400000
2,2,0.000364,6.682816,0.000187,-0.677934,0.500000,3.400000
3,3,-4.753621,4.753834,0.464878,-0.464768,0.500000,3.400000
4,4,-6.859672,0.000269,0.586909,0.000139,0.500000,3.400000
5,5,-4.735920,-4.736541,0.473989,0.473674,0.500000,3.400000
6,6,0.000000,-6.664638,0.000000,0.687290,0.500000,3.400000
7,7,4.848641,-4.847911,-0.415978,0.416349,0.500000,3.400000
0,0,6.666221,0.000431,-0.665436,0.000215,0.500000,3.500000
1,1,4.823319,4.823308,-0.415857,-0.415863,0.500000,3.500000
2,2,0.000383,6.613650,0.000191,-0.691664,0.500000,3.500000
3,3,-4.706192,4.706416,0.474293,-0.474181,0.500000,3.500000
4,4,-6.799793,0.000283,0.598795,0.000142,0.500000,3.500000
5,5,-4.687561,-4.688214,0.483588,0.483267,0.500000,3.500000
6,6,0.000000,-6.594517,0.000000,0.701210,0.500000,3.500000
7,7,4.806201,-4.805433,-0.424402,0.424781,0.500000,3.500000
0,0,6.598383,0.000453,-0.678381,0.000219,0.500000,3.600000
1,1,4.780925,4.780912,-0.423947,-0.423953,0.500000,3.600000
2,2,0.000402,6.543138,0.000195,-0.705119,0.500000,3.600000
3,3,-4.657840,4.658076,0.483520,-0.483406,0.500000,3.600000
4,4,-6.738748,0.000298,0.610444,0.000144,0.500000,3.600000
5,5,-4.638261,-4.638947,0.492996,0.492669,0.500000,3.600000
6,6,0.000000,-6.523032,0.000000,0.714851,0.500000,3.600000
7,7,4.762935,-4.762128,-0.432659,0.433044,0.500000,3.600000
